Mod:Item:MetaData, Localized Name
MorePlanet:mercury_item:6, Gravity Core
MorePlanet:mercury_item:7, Gravity Controller
MorePlanet:dirty_water_bucket, Dirty Water Bucket
MorePlanet:venus_item:0, Lead Ingot
MorePlanet:sulfur_battery, Sulfur Battery
MorePlanet:jetpack, Jetpack
MorePlanet:venus_dungeon_key, Tier 3 Venus Dungeon Key
MorePlanet:pluto_item:0, Xeonium Gem
MorePlanet:xeonium_dust, Xeonium Dust
MorePlanet:space_potato:0, Space Potato
MorePlanet:space_potato:1, Baked Space Potato
MorePlanet:gravity_boots, Gravity Boots
MorePlanet:europa_water_bucket, Europa Water Bucket
MorePlanet:europa_apple, Europa Apple
MorePlanet:europa_door, Europa Door
MorePlanet:europa_food:0, Raw Europa Eel Meat
MorePlanet:europa_food:1, Cooked Europa Eel Meat
MorePlanet:europa_gunpowder, Europa Gunpowder
MorePlanet:titanium_bucket, Titanium Bucket
MorePlanet:io_lava_bucket, Io Lava Bucket
MorePlanet:io_black_lava_bucket, Black Io Lava Bucket
MorePlanet:liquid_red_sulfur_bucket, Red Liquid Sulfur Bucket
MorePlanet:liquid_yellow_sulfur_bucket, Yellow Liquid Sulfur Bucket
MorePlanet:liquid_orange_sulfur_bucket, Orange Liquid Sulfur Bucket
MorePlanet:liquid_brown_sulfur_bucket, Brown Liquid Sulfur Bucket
MorePlanet:alphere, Alphere
MorePlanet:mp_flag:0, Thai Flag
MorePlanet:mp_flag:1, Laos Flag
MorePlanet:mp_flag:2, Singapore Flag
MorePlanet:mp_flag:3, Myanmar Flag
MorePlanet:mp_flag:4, Malaysia Flag
MorePlanet:mp_flag:5, Vietnam Flag
MorePlanet:mp_flag:6, Indonesia Flag
MorePlanet:mp_flag:7, Philippines Flag
MorePlanet:mp_flag:8, Cambodia Flag
MorePlanet:mp_flag:9, Brunei Flag
MorePlanet:feces, Feces
MorePlanet:achievement_temp:0, item.achievement_temp.diona_ach.name
MorePlanet:desh_thermal_cloth, Desh Thermal Cloth
MorePlanet:tier_2_thermal_padding:0, Thermal Padding Helm
MorePlanet:tier_2_thermal_padding:1, Thermal Padding Chestpiece
MorePlanet:tier_2_thermal_padding:2, Thermal Padding Leggings
MorePlanet:tier_2_thermal_padding:3, Thermal Padding Boots
MorePlanet:tier_3_thermal_padding:0, Thermal Padding Helm
MorePlanet:tier_3_thermal_padding:1, Thermal Padding Chestpiece
MorePlanet:tier_3_thermal_padding:2, Thermal Padding Leggings
MorePlanet:tier_3_thermal_padding:3, Thermal Padding Boots
MorePlanet:quontonium_helmet, Quontonium Helmet
MorePlanet:quontonium_chestplate, Quontonium Chestplate
MorePlanet:quontonium_leggings, Quontonium Leggings
MorePlanet:quontonium_boots, Quontonium Boots
MorePlanet:fronisium_helmet, Fronisium Helmet
MorePlanet:fronisium_chestplate, Fronisium Chestplate
MorePlanet:fronisium_leggings, Fronisium Leggings
MorePlanet:fronisium_boots, Fronisium Boots
MorePlanet:breathable_quontonium_helmet, Breathable Quontonium Helmet
MorePlanet:breathable_fronisium_helmet, Breathable Fronisium Helmet
MorePlanet:cheese_leather_helmet, Cheese Leather Helmet
MorePlanet:cheese_leather_chestplate, Cheese Leather Chestplate
MorePlanet:cheese_leather_leggings, Cheese Leather Leggings
MorePlanet:cheese_leather_boots, Cheese Leather Boots
MorePlanet:polongnius_meteor_helmet, Polongnius Meteoric Iron Helmet
MorePlanet:polongnius_meteor_chestplate, Polongnius Meteoric Iron Chestplate
MorePlanet:polongnius_meteor_leggings, Polongnius Meteoric Iron Leggings
MorePlanet:polongnius_meteor_boots, Polongnius Meteoric Iron Boots
MorePlanet:palladium_helmet, Palladium Helmet
MorePlanet:palladium_chestplate, Palladium Chestplate
MorePlanet:palladium_leggings, Palladium Leggings
MorePlanet:palladium_boots, Palladium Boots
MorePlanet:purple_crystal_helmet, Purple Crystal Helmet
MorePlanet:purple_crystal_chestplate, Purple Crystal Chestplate
MorePlanet:purple_crystal_leggings, Purple Crystal Leggings
MorePlanet:purple_crystal_boots, Purple Crystal Boots
MorePlanet:breathable_polongnius_meteor_helmet, Breathable Polongnius Meteoric Iron Helmet
MorePlanet:breathable_palladium_helmet, Breathable Palladium Helmet
MorePlanet:red_gem_helmet, Red Gem Helmet
MorePlanet:red_gem_chestplate, Red Gem Chestplate
MorePlanet:red_gem_leggings, Red Gem Leggings
MorePlanet:red_gem_boots, Red Gem Boots
MorePlanet:norium_helmet, Norium Helmet
MorePlanet:norium_chestplate, Norium Chestplate
MorePlanet:norium_leggings, Norium Leggings
MorePlanet:norium_boots, Norium Boots
MorePlanet:breathable_red_gem_helmet, Breathable Red Gem Helmet
MorePlanet:breathable_norium_helmet, Breathable Norium Helmet
MorePlanet:koentus_meteor_helmet, Koentus Meteoric Iron Helmet
MorePlanet:koentus_meteor_chestplate, Koentus Meteoric Iron Chestplate
MorePlanet:koentus_meteor_leggings, Koentus Meteoric Iron Leggings
MorePlanet:koentus_meteor_boots, Koentus Meteoric Iron Boots
MorePlanet:white_crystal_helmet, White Crystal Helmet
MorePlanet:white_crystal_chestplate, White Crystal Chestplate
MorePlanet:white_crystal_leggings, White Crystal Leggings
MorePlanet:white_crystal_boots, White Crystal Boots
MorePlanet:breathable_koentus_meteor_helmet, Breathable Koentus Meteoric Iron Helmet
MorePlanet:breathable_white_crystal_helmet, Breathable White Crystal Helmet
MorePlanet:black_diamond_helmet, Black Diamond Helmet
MorePlanet:black_diamond_chestplate, Black Diamond Chestplate
MorePlanet:black_diamond_leggings, Black Diamond Leggings
MorePlanet:black_diamond_boots, Black Diamond Boots
MorePlanet:iridium_helmet, Iridium Helmet
MorePlanet:iridium_chestplate, Iridium Chestplate
MorePlanet:iridium_leggings, Iridium Leggings
MorePlanet:iridium_boots, Iridium Boots
MorePlanet:breathable_black_diamond_helmet, Breathable Black Diamond Helmet
MorePlanet:breathable_iridium_helmet, Breathable Iridium Helmet
MorePlanet:uranium_helmet, Uranium Helmet
MorePlanet:uranium_chestplate, Uranium Chestplate
MorePlanet:uranium_leggings, Uranium Leggings
MorePlanet:uranium_boots, Uranium Boots
MorePlanet:frozen_iron_helmet, Frozen Iron Helmet
MorePlanet:frozen_iron_chestplate, Frozen Iron Chestplate
MorePlanet:frozen_iron_leggings, Frozen Iron Leggings
MorePlanet:frozen_iron_boots, Frozen Iron Boots
MorePlanet:ice_crystal_helmet, Ice Crystal Helmet
MorePlanet:ice_crystal_chestplate, Ice Crystal Chestplate
MorePlanet:ice_crystal_leggings, Ice Crystal Leggings
MorePlanet:ice_crystal_boots, Ice Crystal Boots
MorePlanet:breathable_uranium_helmet, Breathable Uranium Helmet
MorePlanet:breathable_frozen_iron_helmet, Breathable Frozen Iron Helmet
MorePlanet:breathable_ice_crystal_helmet, Breathable Ice Crystal Helmet
MorePlanet:sulfur_helmet, Sulfur Helmet
MorePlanet:sulfur_chestplate, Sulfur Chestplate
MorePlanet:sulfur_leggings, Sulfur Leggings
MorePlanet:sulfur_boots, Sulfur Boots
MorePlanet:breathable_sulfur_helmet, Breathable Sulfur Helmet
MorePlanet:quontonium_sword, Quontonium Sword
MorePlanet:quontonium_spade, Quontonium Shovel
MorePlanet:quontonium_pickaxe, Quontonium Pickaxe
MorePlanet:quontonium_axe, Quontonium Axe
MorePlanet:quontonium_hoe, Quontonium Hoe
MorePlanet:fronisium_sword, Fronisium Sword
MorePlanet:fronisium_spade, Fronisium Shovel
MorePlanet:fronisium_pickaxe, Fronisium Pickaxe
MorePlanet:fronisium_axe, Fronisium Axe
MorePlanet:fronisium_hoe, Fronisium Hoe
MorePlanet:polongnius_meteor_pickaxe, Polongnius Meteoric Iron Pickaxe
MorePlanet:polongnius_meteor_axe, Polongnius Meteoric Iron Axe
MorePlanet:polongnius_meteor_hoe, Polongnius Meteoric Iron Hoe
MorePlanet:polongnius_meteor_spade, Polongnius Meteoric Iron Shovel
MorePlanet:polongnius_meteor_sword, Polongnius Meteoric Iron Sword
MorePlanet:palladium_pickaxe, Palladium Pickaxe
MorePlanet:palladium_axe, Palladium Axe
MorePlanet:palladium_hoe, Palladium Hoe
MorePlanet:palladium_spade, Palladium Shovel
MorePlanet:palladium_sword, Palladium Sword
MorePlanet:purple_crystal_pickaxe, Purple Crystal Pickaxe
MorePlanet:purple_crystal_axe, Purple Crystal Axe
MorePlanet:purple_crystal_hoe, Purple Crystal Hoe
MorePlanet:purple_crystal_spade, Purple Crystal Shovel
MorePlanet:purple_crystal_sword, Purple Crystal Sword
MorePlanet:red_gem_pickaxe, Red Gem Pickaxe
MorePlanet:red_gem_axe, Red Gem Axe
MorePlanet:red_gem_hoe, Red Gem Hoe
MorePlanet:red_gem_spade, Red Gem Shovel
MorePlanet:red_gem_sword, Red Gem Sword
MorePlanet:norium_pickaxe, Norium Pickaxe
MorePlanet:norium_axe, Norium Axe
MorePlanet:norium_hoe, Norium Hoe
MorePlanet:norium_spade, Norium Shovel
MorePlanet:norium_sword, Norium Sword
MorePlanet:white_crystal_pickaxe, White Crystal Pickaxe
MorePlanet:white_crystal_axe, White Crystal Axe
MorePlanet:white_crystal_hoe, White Crystal Hoe
MorePlanet:white_crystal_spade, White Crystal Shovel
MorePlanet:white_crystal_sword, White Crystal Sword
MorePlanet:koentus_meteor_pickaxe, Koentus Meteoric Iron Pickaxe
MorePlanet:koentus_meteor_axe, Koentus Meteoric Iron Axe
MorePlanet:koentus_meteor_hoe, Koentus Meteoric Iron Hoe
MorePlanet:koentus_meteor_spade, Koentus Meteoric Iron Shovel
MorePlanet:koentus_meteor_sword, Koentus Meteoric Iron Sword
MorePlanet:candy_pickaxe, Candy Pickaxe
MorePlanet:candy_axe, Candy Axe
MorePlanet:candy_hoe, Candy Hoe
MorePlanet:candy_spade, Candy Shovel
MorePlanet:candy_sword, Candy Sword
MorePlanet:black_diamond_pickaxe, Black Diamond Pickaxe
MorePlanet:black_diamond_axe, Black Diamond Axe
MorePlanet:black_diamond_hoe, Black Diamond Hoe
MorePlanet:black_diamond_spade, Black Diamond Shovel
MorePlanet:black_diamond_sword, Black Diamond Sword
MorePlanet:iridium_pickaxe, Iridium Pickaxe
MorePlanet:iridium_axe, Iridium Axe
MorePlanet:iridium_hoe, Iridium Hoe
MorePlanet:iridium_spade, Iridium Shovel
MorePlanet:iridium_sword, Iridium Sword
MorePlanet:fronos_rock_sword, Fronos Rock Sword
MorePlanet:fronos_rock_shovel, Fronos Rock Shovel
MorePlanet:fronos_rock_pickaxe, Fronos Rock Pickaxe
MorePlanet:fronos_rock_axe, Fronos Rock Axe
MorePlanet:fronos_rock_hoe, Fronos Rock Hoe
MorePlanet:frozen_iron_pickaxe, Frozen Iron Pickaxe
MorePlanet:frozen_iron_axe, Frozen Iron Axe
MorePlanet:frozen_iron_hoe, Frozen Iron Hoe
MorePlanet:frozen_iron_spade, Frozen Iron Shovel
MorePlanet:frozen_iron_sword, Frozen Iron Sword
MorePlanet:uranium_pickaxe, Uranium Pickaxe
MorePlanet:uranium_axe, Uranium Axe
MorePlanet:uranium_hoe, Uranium Hoe
MorePlanet:uranium_spade, Uranium Shovel
MorePlanet:uranium_sword, Uranium Sword
MorePlanet:ice_crystal_sword, Ice Crystal Sword
MorePlanet:ice_crystal_shovel, Ice Crystal Shovel
MorePlanet:ice_crystal_pickaxe, Ice Crystal Pickaxe
MorePlanet:ice_crystal_axe, Ice Crystal Axe
MorePlanet:ice_crystal_hoe, Ice Crystal Hoe
MorePlanet:sulfur_sword, Sulfur Sword
MorePlanet:sulfur_shovel, Sulfur Shovel
MorePlanet:sulfur_pickaxe, Sulfur Pickaxe
MorePlanet:sulfur_axe, Sulfur Axe
MorePlanet:sulfur_hoe, Sulfur Hoe
MorePlanet:xeonium_pickaxe, Xeonium Pickaxe
MorePlanet:xeonium_axe, Xeonium Axe
MorePlanet:xeonium_hoe, Xeonium Hoe
MorePlanet:xeonium_shovel, Xeonium Shovel
MorePlanet:xeonium_sword, Xeonium Sword
musiccraft:pianoblock, Small piano
musiccraft:dr1um, tile.dr1um.name
musiccraft:dr2um, tile.dr2um.name
musiccraft:dr3um, tile.dr3um.name
musiccraft:dr4um, tile.dr4um.name
musiccraft:dr5um, tile.dr5um.name
musiccraft:dr6um, tile.dr6um.name
musiccraft:dr7um, tile.dr7um.name
musiccraft:drumkitblackblock, tile.drumkitblackblock.name
musiccraft:drumkitblueblock, tile.drumkitblueblock.name
musiccraft:drumkitgreenblock, tile.drumkitgreenblock.name
musiccraft:drumkitredblock, tile.drumkitredblock.name
musiccraft:drumkityellowblock, tile.drumkityellowblock.name
musiccraft:grandpianoblock, tile.grandpianoblock.name
musiccraft:g1p, tile.g1p.name
musiccraft:g2p, tile.g2p.name
musiccraft:g3p, tile.g3p.name
musiccraft:g4p, tile.g4p.name
musiccraft:g5p, tile.g5p.name
musiccraft:g6p, tile.g6p.name
musiccraft:g7p, tile.g7p.name
musiccraft:pianobigblock, tile.pianobigblock.name
musiccraft:p1b, tile.p1b.name
musiccraft:p2b, tile.p2b.name
musiccraft:p3b, tile.p3b.name
musiccraft:log:0, Musical tree log
musiccraft:leaves:0, Musical tree leaves
musiccraft:sapling:0, Musical tree sapling
musiccraft:planksmusical, Musical tree planks
musiccraft:guitarstand, Guitar stand
musiccraft:guitblack, tile.guitblack.name
musiccraft:guitblue, tile.guitblue.name
musiccraft:guitgreen, tile.guitgreen.name
musiccraft:guitred, tile.guitred.name
musiccraft:guityellow, tile.guityellow.name
musiccraft:xylophoneblock, tile.xylophoneblock.name
musiccraft:x1y, tile.x1y.name
musiccraft:x2y, tile.x2y.name
musiccraft:x3y, tile.x3y.name
musiccraft:organblock, tile.organblock.name
musiccraft:o1g, tile.o1g.name
musiccraft:o2g, tile.o2g.name
musiccraft:o3g, tile.o3g.name
musiccraft:keyboardblock, tile.keyboardblock.name
musiccraft:k1e, tile.k1e.name
musiccraft:k2e, tile.k2e.name
musiccraft:k3e, tile.k3e.name
musiccraft:bas, tile.bas.name
musiccraft:bassStand, Bass stand
musiccraft:cellostandBlock, tile.cellostandBlock.name
musiccraft:celloBlock, tile.celloBlock.name
musiccraft:amplifier, Amplifier
musiccraft:amplifierOn, tile.amplifierOn.name
musiccraft:pedal, Pedal
musiccraft:itemnote, item.itemnote.name
musiccraft:castiron, Cast iron
musiccraft:castironplate, Cast iron plate
musiccraft:strings, Strings
musiccraft:drumblack, Black drum
musiccraft:drumblue, Blue drum
musiccraft:drumgreen, Green drum
musiccraft:drumred, Red drum
musiccraft:drumyellow, Yellow drum
musiccraft:drumkitblack, Black drum kit
musiccraft:drumkitblue, Blue drum kit
musiccraft:drumkitgreen, Green drum kit
musiccraft:drumkitred, Red drum kit
musiccraft:drumkityellow, Yellow drum kit
musiccraft:drumsticks, Drum sticks
musiccraft:cymbal, Cymbal
musiccraft:cymbalmount, Cymbal mount
musiccraft:pianobig, Piano
musiccraft:grandpiano, Grand piano
musiccraft:guitarblack, Black guitar
musiccraft:guitarblue, Blue guitar
musiccraft:guitargreen, Green guitar
musiccraft:guitarred, Red guitar
musiccraft:guitaryellow, Yellow guitar
musiccraft:peghead, Peghead
musiccraft:guitarneck, Guitar neck
musiccraft:guitarblackheadstock, Black guitar headstock
musiccraft:guitarblackbody, Black guitar body
musiccraft:guitarblueheadstock, Blue guitar headstock
musiccraft:guitarbluebody, Blue guitar body
musiccraft:guitargreenheadstock, Green guitar headstock
musiccraft:guitargreenbody, Green guitar body
musiccraft:guitarredheadstock, Red guitar headstock
musiccraft:guitarredbody, Red guitar body
musiccraft:guitaryellowheadstock, Yellow guitar headstock
musiccraft:guitaryellowbody, Yellow guitar body
musiccraft:xylophone, Xylophone
musiccraft:xylophonesticks, Xylophone sticks
musiccraft:woodenbar, Wooden bar
musiccraft:organ, Organ
musiccraft:organpipes, Organ pipes
musiccraft:keyboard, Keyboard
musiccraft:bass, Bass
musiccraft:bassheadstock, Bass headstock
musiccraft:bassbody, Bass body
musiccraft:cellobody, Cello body
musiccraft:cellostand, Cello stand
musiccraft:cellowithstand, Cello with stand
musiccraft:ukulele, Ukulele
musiccraft:frenchhorn, French horn
naturescompass:NaturesCompass, Nature's Compass
NuclearCraft:liquidHeliumBlock, Liquid Helium
NuclearCraft:fusionPlasmaBlock, Fusion Plasma
NuclearCraft:steamBlock, Steam
NuclearCraft:denseSteamBlock, Dense Steam
NuclearCraft:superdenseSteamBlock, Superdense Steam
NuclearCraft:blockOre:0, Copper Ore
NuclearCraft:blockOre:1, Tin Ore
NuclearCraft:blockOre:2, Lead Ore
NuclearCraft:blockOre:3, Silver Ore
NuclearCraft:blockOre:4, Uranium Ore
NuclearCraft:blockOre:5, Thorium Ore
NuclearCraft:blockOre:6, Plutonium Ore
NuclearCraft:blockOre:7, Lithium Ore
NuclearCraft:blockOre:8, Boron Ore
NuclearCraft:blockOre:9, Magnesium Ore
NuclearCraft:blockBlock:0, Copper Block
NuclearCraft:blockBlock:1, Tin Block
NuclearCraft:blockBlock:2, Lead Block
NuclearCraft:blockBlock:3, Silver Block
NuclearCraft:blockBlock:4, Uranium Block
NuclearCraft:blockBlock:5, Thorium Block
NuclearCraft:blockBlock:6, Bronze Block
NuclearCraft:blockBlock:7, Tough Alloy Block
NuclearCraft:blockBlock:8, Lithium Block
NuclearCraft:blockBlock:9, Boron Block
NuclearCraft:blockBlock:10, Magnesium Block
NuclearCraft:simpleQuantumUp, Spin 1/2 Block
NuclearCraft:simpleQuantumDown, Spin 1/2 Block
NuclearCraft:graphiteBlock, Graphite Block
NuclearCraft:cellBlock, Fuel Cell Compartment
NuclearCraft:reactorBlock, Reactor Casing
NuclearCraft:fusionConnector, Fusion Connector
NuclearCraft:coolerBlock, Standard Reactor Cooler
NuclearCraft:emptyCoolerBlock, Empty Reactor Cooler
NuclearCraft:waterCoolerBlock, Water Reactor Cooler
NuclearCraft:cryotheumCoolerBlock, Cryotheum Reactor Cooler
NuclearCraft:redstoneCoolerBlock, Redstone Reactor Cooler
NuclearCraft:enderiumCoolerBlock, Resonant Reactor Cooler
NuclearCraft:glowstoneCoolerBlock, Glowstone Reactor Cooler
NuclearCraft:coolantCoolerBlock, Coolant Reactor Cooler
NuclearCraft:heliumCoolerBlock, Liquid Helium Reactor Cooler
NuclearCraft:speedBlock, Reactor Speed Block
NuclearCraft:blastBlock, Blast Resistant Block
NuclearCraft:machineBlockNC, Machine Base
NuclearCraft:tubing1, Horizontal Reinforced Tubing
NuclearCraft:tubing2, Vertical Reinforced Tubing
NuclearCraft:electromagnetIdle, Electromagnet
NuclearCraft:electromagnetActive, Electromagnet
NuclearCraft:superElectromagnetIdle, Superconducting Electromagnet
NuclearCraft:superElectromagnetActive, Superconducting Electromagnet
NuclearCraft:supercoolerIdle, Electromagnet Supercooler
NuclearCraft:supercoolerActive, Electromagnet Supercooler
NuclearCraft:synchrotronIdle, Synchrotron Controller
NuclearCraft:synchrotronActive, Synchrotron Controller
NuclearCraft:nuclearWorkspace, Heavy Duty Workspace
NuclearCraft:fusionReactor, Fusion Reactor Core
NuclearCraft:fusionReactorBlock, Fusion Reactor Core
NuclearCraft:fusionReactorBlockTop, Fusion Reactor Core
NuclearCraft:fusionReactorSteam, Steam Fusion Reactor Core
NuclearCraft:fusionReactorSteamBlock, Steam Fusion Reactor Core
NuclearCraft:fusionReactorSteamBlockTop, Steam Fusion Reactor Core
NuclearCraft:nuclearFurnaceIdle, Nuclear Furnace
NuclearCraft:nuclearFurnaceActive, Nuclear Furnace
NuclearCraft:furnaceIdle, Metal Furnace
NuclearCraft:furnaceActive, Metal Furnace
NuclearCraft:crusherIdle, Crusher
NuclearCraft:crusherActive, Crusher
NuclearCraft:electricCrusherIdle, Electric Crusher
NuclearCraft:electricCrusherActive, Electric Crusher
NuclearCraft:electricFurnaceIdle, Electric Furnace
NuclearCraft:electricFurnaceActive, Electric Furnace
NuclearCraft:reactionGeneratorIdle, Reaction Generator
NuclearCraft:reactionGeneratorActive, Reaction Generator
NuclearCraft:fissionReactorGraphiteIdle, Fission Controller
NuclearCraft:fissionReactorGraphiteActive, Fission Controller
NuclearCraft:fissionReactorSteamIdle, Steam Fission Controller
NuclearCraft:fissionReactorSteamActive, Steam Fission Controller
NuclearCraft:RTG, Plutonium RTG
NuclearCraft:AmRTG, Americium RTG
NuclearCraft:CfRTG, Californium RTG
NuclearCraft:WRTG, Weak RTG
NuclearCraft:solarPanel, Solar Panel
NuclearCraft:lithiumIonBatteryBlock, Lithium Ion Battery
NuclearCraft:voltaicPile, Voltaic Pile
NuclearCraft:separatorIdle, Isotope Separator
NuclearCraft:separatorActive, Isotope Separator
NuclearCraft:hastenerIdle, Decay Hastener
NuclearCraft:hastenerActive, Decay Hastener
NuclearCraft:electrolyserIdle, Electrolyser
NuclearCraft:electrolyserActive, Electrolyser
NuclearCraft:collectorIdle, Helium Collector
NuclearCraft:collectorActive, Helium Collector
NuclearCraft:oxidiserIdle, Oxidiser
NuclearCraft:oxidiserActive, Oxidiser
NuclearCraft:ioniserIdle, Ioniser
NuclearCraft:ioniserActive, Ioniser
NuclearCraft:irradiatorIdle, Neutron Irradiator
NuclearCraft:irradiatorActive, Neutron Irradiator
NuclearCraft:coolerIdle, Helium Liquifier
NuclearCraft:coolerActive, Helium Liquifier
NuclearCraft:factoryIdle, Manufactory
NuclearCraft:factoryActive, Manufactory
NuclearCraft:heliumExtractorIdle, Liquid Helium Extractor
NuclearCraft:heliumExtractorActive, Liquid Helium Extractor
NuclearCraft:assemblerIdle, Assembler
NuclearCraft:assemblerActive, Assembler
NuclearCraft:recyclerIdle, Reprocessing Plant
NuclearCraft:recyclerActive, Reprocessing Plant
NuclearCraft:steamGenerator, Steam Generator
NuclearCraft:steamDecompressor, Steam Decompressor
NuclearCraft:denseSteamDecompressor, Dense Steam Decompressor
NuclearCraft:nuke, Nuke
NuclearCraft:nukeE, Nuke
NuclearCraft:antimatterBomb, Antimatter Bomb
NuclearCraft:antimatterBombE, Antimatter Bomb
NuclearCraft:EMP, EMP Bomb
NuclearCraft:EMPE, EMP Bomb
NuclearCraft:fuel:0, LEU-235 Fuel
NuclearCraft:fuel:1, HEU-235 Fuel
NuclearCraft:fuel:2, LEP-239 Fuel
NuclearCraft:fuel:3, HEP-239 Fuel
NuclearCraft:fuel:4, MOX-239 Fuel
NuclearCraft:fuel:5, TBU Fuel
NuclearCraft:fuel:6, LEU-233 Fuel
NuclearCraft:fuel:7, HEU-233 Fuel
NuclearCraft:fuel:8, LEP-241 Fuel
NuclearCraft:fuel:9, HEP-241 Fuel
NuclearCraft:fuel:10, MOX-241 Fuel
NuclearCraft:fuel:11, LEU-235 Fuel Cell
NuclearCraft:fuel:12, HEU-235 Fuel Cell
NuclearCraft:fuel:13, LEP-239 Fuel Cell
NuclearCraft:fuel:14, HEP-239 Fuel Cell
NuclearCraft:fuel:15, MOX-239 Fuel Cell
NuclearCraft:fuel:16, TBU Fuel Cell
NuclearCraft:fuel:17, LEU-233 Fuel Cell
NuclearCraft:fuel:18, HEU-233 Fuel Cell
NuclearCraft:fuel:19, LEP-241 Fuel Cell
NuclearCraft:fuel:20, HEP-241 Fuel Cell
NuclearCraft:fuel:21, MOX-241 Fuel Cell
NuclearCraft:fuel:22, Depleted LEU-235 Fuel Cell
NuclearCraft:fuel:23, Depleted HEU-235 Fuel Cell
NuclearCraft:fuel:24, Depleted LEP-239 Fuel Cell
NuclearCraft:fuel:25, Depleted HEP-239 Fuel Cell
